Dam Name,Report Date,Report Time,Dead Storage (MCM),Design Live Storage (MCM),Design Gross Storage (MCM),Current Live Storage (MCM),Current Gross Storage (MCM),Current Live Storage (%),Last Year Storage (%),Status
Panshet,03/08/2024,07:00 am,9.0,301.61,310.61,281.14,290.14,93.21,91.89,Success
Temghar,03/08/2024,05:30 am,2.95,105.01,107.96,104.87,107.82,99.87,63.76,Success
Gunjawani,02/08/2024,07:27 am,0.21,104.48,104.69,88.32,88.53,84.53,71.15,Success
Khadakwasla,02/08/2024,07:00 am,30.0,55.91,85.91,41.5,71.5,74.23,96.19,Success
Mulshi,02/08/2024,07:45 am,230.0,522.76,752.76,522.76,752.76,100.0,91.92,Success
Panshet,02/08/2024,07:00 am,9.0,301.61,310.61,274.13,283.13,90.89,88.63,Success
Temghar,02/08/2024,07:45 am,2.95,105.01,107.96,100.61,103.56,95.81,61.96,Success
Gunjawani,01/08/2024,07:09 AM,0.21,104.48,104.69,85.42,85.63,81.76,70.79,Success
Khadakwasla,01/08/2024,07:00 AM,30.0,55.91,85.91,41.65,71.65,74.49,97.12,Success
Mulshi,01/08/2024,03:00 AM,230.0,522.76,752.76,522.76,752.76,100.0,90.33,Success
Panshet,01/08/2024,07:00 AM,9.0,301.61,310.61,273.86,282.86,90.8,87.14,Success
Temghar,01/08/2024,07:45 AM,2.95,105.01,107.96,97.68,100.63,93.02,60.88,Success
Gunjawani,31/07/2024,06:56 am,0.21,104.48,104.69,80.6,80.81,77.14,70.32,Success
Khadakwasla,31/07/2024,06:00 am,30.0,55.91,85.91,45.66,75.66,81.67,96.64,Success
Mulshi,31/07/2024,08:21 am,230.0,522.76,752.76,511.68,741.68,97.88,86.48,Success
Panshet,31/07/2024,03:00 am,9.0,301.61,310.61,275.26,284.26,91.26,84.91,Success
Temghar,31/07/2024,06:30 am,2.95,105.01,107.96,93.41,96.36,88.95,58.9,Success
Gunjawani,30/07/2024,06:32 am,0.21,104.48,104.69,76.84,77.05,73.55,69.62,Success
Khadakwasla,30/07/2024,07:00 am,30.0,55.91,85.91,40.0,70.0,71.54,96.89,Success
Mulshi,30/07/2024,08:21 am,230.0,522.76,752.76,492.76,722.76,94.26,84.28,Success
Panshet,30/07/2024,08:00 स.,9.0,301.61,310.61,280.87,289.87,93.12,82.12,Success
Temghar,30/07/2024,07:15 am,2.95,105.01,107.96,88.69,91.64,84.46,57.83,Success
Gunjawani,29/07/2024,06:56 am,0.21,104.48,104.69,75.77,75.98,72.52,68.92,Success
Khadakwasla,29/07/2024,08:34 am,30.0,55.91,85.91,48.22,78.22,86.25,98.41,Success
Mulshi,29/07/2024,08:03 am,230.0,522.76,752.76,475.77,705.77,91.01,80.94,Success
Panshet,29/07/2024,08:34 am,9.0,301.61,310.61,286.48,295.48,94.98,79.34,Success
Temghar,29/07/2024,08:00 स.,2.95,105.01,107.96,85.34,88.29,81.27,55.42,Success
Gunjawani,28/07/2024,08:00 स.,0.21,104.48,104.69,75.11,75.32,71.89,68.22,PDF Not Available
Khadakwasla,28/07/2024,08:00 स.,30.0,55.91,85.91,49.63,79.63,88.77,96.97,PDF Not Available
Mulshi,28/07/2024,08:00 स.,230.0,522.76,752.76,466.05,696.05,89.15,79.03,PDF Not Available
Panshet,28/07/2024,08:00 स.,9.0,301.61,310.61,274.52,283.52,91.02,76.32,PDF Not Available
Temghar,28/07/2024,11:30 am,2.95,105.01,107.96,81.98,84.93,78.07,53.02,Success
Gunjawani,27/07/2024,07:29 am,0.21,104.48,104.69,74.46,74.67,71.27,67.51,Success
Khadakwasla,27/07/2024,08:00 स.,30.0,55.91,85.91,51.05,81.05,91.31,95.52,Success
Mulshi,27/07/2024,07:30 am,230.0,522.76,752.76,456.33,686.33,87.29,77.12,Success
Panshet,27/07/2024,12:30 am,9.0,301.61,310.61,262.56,271.56,87.05,73.29,Success
Temghar,27/07/2024,07:45 am,2.95,105.01,107.96,78.97,81.92,75.2,51.25,Success
Gunjawani,26/07/2024,08:00 स.,0.21,104.48,104.69,74.46,74.67,71.27,33.86,Success
Khadakwasla,26/07/2024,07:00 AM,30.0,55.91,85.91,52.46,82.46,93.83,94.08,Success
Mulshi,26/07/2024,06:45 AM,230.0,522.76,752.76,448.64,678.64,85.82,69.07,Success
Panshet,26/07/2024,08:00 स.,9.0,301.61,310.61,239.28,248.28,79.33,38.14,Success
Temghar,26/07/2024,07:45 AM,2.95,105.01,107.96,75.01,77.96,71.43,46.34,Success
Gunjawani,25/07/2024,07:42 am,0.21,104.48,104.69,74.46,74.67,71.27,0.2,Success
Khadakwasla,25/07/2024,08:00 स.,30.0,55.91,85.91,53.73,83.73,96.1,73.87,Success
Mulshi,25/07/2024,07:59 am,230.0,522.76,752.76,392.38,622.38,75.06,44.0,Success
Panshet,25/07/2024,06:00 PM,9.0,301.61,310.61,216.01,225.01,71.62,2.98,Success
Temghar,25/07/2024,08:00 स.,2.95,105.01,107.96,65.68,68.63,62.55,42.64,Success
Gunjawani,24/07/2024,07:48 am,0.21,104.48,104.69,71.76,71.97,68.68,52.07,Success
Khadakwasla,24/07/2024,06:00 am,30.0,55.91,85.91,55.0,85.0,98.37,53.66,Success
Mulshi,24/07/2024,07:24 am,230.0,522.76,752.76,315.74,545.74,60.4,58.84,Success
Panshet,24/07/2024,07:00 pm,9.0,301.61,310.61,216.01,225.01,71.62,2.98,Success
Temghar,24/07/2024,07:15 pm,2.95,105.01,107.96,56.36,59.31,53.67,38.93,Success
Gunjawani,23/07/2024,07:26 am,0.21,104.48,104.69,68.71,68.92,65.76,45.89,Success
Khadakwasla,23/07/2024,08:41 am,30.0,55.91,85.91,45.1,75.1,80.67,64.1,Success
Mulshi,23/07/2024,07:53 am,230.0,522.76,752.76,273.69,503.69,52.35,53.02,Success
Panshet,23/07/2024,08:41 am,9.0,301.61,310.61,176.16,185.16,58.41,55.63,Success
Temghar,23/07/2024,07:15 am,2.95,105.01,107.96,45.3,48.25,43.14,35.32,Success
Gunjawani,22/07/2024,08:07 am,0.21,104.48,104.69,59.78,59.99,57.22,42.89,Success
Khadakwasla,22/07/2024,08:24 am,30.0,55.91,85.91,41.77,71.77,74.71,62.17,Success
Mulshi,22/07/2024,07:58 am,230.0,522.76,752.76,245.39,475.39,46.94,48.36,Success
Panshet,22/07/2024,08:24 am,9.0,301.61,310.61,173.66,182.66,57.58,51.3,Success
Temghar,22/07/2024,06:30 am,2.95,105.01,107.96,40.31,43.26,38.39,32.6,Success
Gunjawani,21/07/2024,08:05 am,0.21,104.48,104.69,56.68,56.89,54.25,40.89,Success
Khadakwasla,21/07/2024,07:00 am,30.0,55.91,85.91,40.36,70.36,72.19,60.88,Success
Mulshi,21/07/2024,07:45 am,230.0,522.76,752.76,223.99,453.99,42.85,45.37,Success
Panshet,21/07/2024,07:00 am,9.0,301.61,310.61,163.86,172.86,54.33,50.38,Success
Temghar,21/07/2024,07:45 am,2.95,105.01,107.96,37.43,40.38,35.64,31.31,Success
Gunjawani,20/07/2024,07:39 am,0.21,104.48,104.69,53.48,53.69,51.19,36.41,Success
Khadakwasla,20/07/2024,07:00 am,30.0,55.91,85.91,39.26,69.26,70.22,57.49,Success
Mulshi,20/07/2024,07:30 am,230.0,522.76,752.76,206.09,436.09,39.42,43.76,Success
Panshet,20/07/2024,07:00 am,9.0,301.61,310.61,155.8,164.8,51.66,47.58,Success
Temghar,20/07/2024,07:30 am,2.95,105.01,107.96,34.7,37.65,33.04,30.1,Success
Gunjawani,19/07/2024,07:30 am,0.21,104.48,104.69,51.18,51.39,48.99,32.27,Success
Khadakwasla,19/07/2024,07:00 am,30.0,55.91,85.91,38.59,68.59,69.02,47.9,Success
Mulshi,19/07/2024,07:30 am,230.0,522.76,752.76,169.78,399.78,32.48,29.24,Success
Panshet,19/07/2024,06:00 am,9.0,301.61,310.61,148.15,157.15,49.12,41.37,Success
Temghar,19/07/2024,07:30 am,2.95,105.01,107.96,32.5,35.45,30.95,25.3,Success
Gunjawani,18/07/2024,07:32 AM,0.21,104.48,104.69,48.87,49.08,46.77,28.37,Success
Khadakwasla,18/07/2024,07:00 AM,30.0,55.91,85.91,37.95,67.95,67.88,45.5,Success
Mulshi,18/07/2024,07:45 AM,230.0,522.76,752.76,172.11,402.11,32.92,29.24,Success
Panshet,18/07/2024,08:00 स.,9.0,301.61,310.61,144.65,153.65,47.96,37.68,Success
Temghar,18/07/2024,07:45 AM,2.95,105.01,107.96,31.22,34.17,29.73,22.09,Success
Gunjawani,17/07/2024,07:34 am,0.21,104.48,104.69,47.48,47.69,45.44,24.85,Success
Khadakwasla,17/07/2024,07:00 am,30.0,55.91,85.91,37.83,67.83,67.66,43.52,Success
Mulshi,17/07/2024,07:30 am,230.0,522.76,752.76,169.15,399.15,32.36,23.62,Success
Panshet,17/07/2024,08:00 स.,9.0,301.61,310.61,141.14,150.14,46.8,33.98,Success
Temghar,17/07/2024,07:45 am,2.95,105.01,107.96,30.37,33.32,28.92,19.18,Success
Gunjawani,16/07/2024,07:31 am,0.21,104.48,104.69,46.56,46.77,44.56,26.6,Success
Khadakwasla,16/07/2024,08:40 am,30.0,55.91,85.91,37.7,67.7,67.43,47.7,Success
Mulshi,16/07/2024,07:45 am,230.0,522.76,752.76,166.95,396.95,31.94,19.93,Success
Panshet,16/07/2024,08:41 am,9.0,301.61,310.61,137.64,146.64,45.64,30.29,Success
Temghar,16/07/2024,07:45 am,2.95,105.01,107.96,29.68,32.63,28.26,16.99,Success
Gunjawani,15/07/2024,07:29 am,0.21,104.48,104.69,44.82,45.03,42.9,26.6,Success
Khadakwasla,15/07/2024,08:20 am,30.0,55.91,85.91,36.2,66.2,64.75,48.86,Success
Mulshi,15/07/2024,08:29 am,230.0,522.76,752.76,159.41,389.41,30.49,19.71,Success
Panshet,15/07/2024,08:20 am,9.0,301.61,310.61,132.71,141.71,44.0,29.8,Success
Temghar,15/07/2024,07:30 am,2.95,105.01,107.96,28.23,31.18,26.88,16.52,Success
Gunjawani,14/07/2024,07:30 am,0.21,104.48,104.69,40.28,40.49,38.55,25.95,Success
Khadakwasla,14/07/2024,08:00 am,30.0,55.91,85.91,31.08,61.08,55.59,48.28,Success
Mulshi,14/07/2024,07:30 am,230.0,522.76,752.76,136.79,366.79,26.17,19.76,Success
Panshet,14/07/2024,08:00 स.,9.0,301.61,310.61,121.81,130.81,40.39,29.49,Success
Temghar,14/07/2024,07:45 am,2.95,105.01,107.96,24.5,27.45,23.33,16.33,Success
Gunjawani,13/07/2024,07:32 AM,0.21,104.48,104.69,36.8,37.01,35.22,25.95,Success
Khadakwasla,13/07/2024,01:00 AM,30.0,55.91,85.91,27.73,57.73,49.6,50.19,Success
Mulshi,13/07/2024,07:45 AM,230.0,522.76,752.76,107.42,337.42,20.55,19.26,Success
Panshet,13/07/2024,02:00 pm,9.0,301.61,310.61,110.91,119.91,36.77,29.18,Success
Temghar,13/07/2024,07:45 AM,2.95,105.01,107.96,21.37,24.32,20.35,16.07,Success
Gunjawani,12/07/2024,07:30 am,0.21,104.48,104.69,34.64,34.85,33.15,25.07,Success
Khadakwasla,12/07/2024,07:00 am,30.0,55.91,85.91,27.97,57.97,50.03,49.05,Success
Mulshi,12/07/2024,07:45 am,230.0,522.76,752.76,97.14,327.14,18.58,19.2,Success
Panshet,12/07/2024,02:00 PM,9.0,301.61,310.61,102.66,111.66,34.04,28.93,Success
Temghar,12/07/2024,07:45 am,2.95,105.01,107.96,20.16,23.11,19.2,15.71,Success
Gunjawani,11/07/2024,07:50 AM,0.21,104.48,104.69,34.34,34.55,32.87,20.79,Success
Khadakwasla,11/07/2024,06:00 AM,30.0,55.91,85.91,28.95,58.95,51.78,51.57,Success
Mulshi,11/07/2024,07:45 AM,230.0,522.76,752.76,95.68,325.68,18.3,19.31,Success
Panshet,11/07/2024,03:45 AM,9.0,301.61,310.61,98.14,107.14,32.54,28.41,Success
Temghar,11/07/2024,07:45 AM,2.95,105.01,107.96,19.67,22.62,18.73,15.23,Success
Gunjawani,10/07/2024,07:39 AM,0.21,104.48,104.69,32.6,32.81,31.2,18.59,Success
Khadakwasla,10/07/2024,07:00 AM,30.0,55.91,85.91,29.72,59.72,53.16,52.72,Success
Mulshi,10/07/2024,07:45 AM,230.0,522.76,752.76,96.26,326.26,18.41,18.92,Success
Panshet,10/07/2024,08:00 स.,9.0,301.61,310.61,96.16,105.16,31.88,27.38,Success
Temghar,10/07/2024,07:45 AM,2.95,105.01,107.96,19.08,22.03,18.17,14.63,Success
Gunjawani,09/07/2024,06:48 am,0.21,104.48,104.69,32.06,32.27,30.69,17.32,Success
Khadakwasla,09/07/2024,08:00 am,30.0,55.91,85.91,29.82,59.82,53.34,51.93,Success
Mulshi,09/07/2024,07:30 am,230.0,522.76,752.76,94.53,324.53,18.08,17.75,Success
Panshet,09/07/2024,03:00 PM,9.0,301.61,310.61,94.18,103.18,31.23,26.36,Success
Temghar,09/07/2024,07:45 am,2.95,105.01,107.96,18.31,21.26,17.44,13.34,Success
Gunjawani,08/07/2024,08:03 am,0.21,104.48,104.69,30.18,30.39,28.89,15.57,Success
Khadakwasla,08/07/2024,08:43 am,30.0,55.91,85.91,29.07,59.07,51.99,47.21,Success
Mulshi,08/07/2024,07:45 am,230.0,522.76,752.76,88.2,318.2,16.87,16.71,Success
Panshet,08/07/2024,08:43 am,9.0,301.61,310.61,89.16,98.16,29.56,23.49,Success
Temghar,08/07/2024,07:45 am,2.95,105.01,107.96,16.76,19.71,15.96,12.51,Success
Gunjawani,07/07/2024,07:36 am,0.21,104.48,104.69,28.29,28.5,27.08,15.57,Success
Khadakwasla,07/07/2024,07:00 am,30.0,55.91,85.91,27.42,57.42,49.04,47.64,Success
Mulshi,07/07/2024,08:39 am,230.0,522.76,752.76,72.68,302.68,13.9,11.96,Success
Panshet,07/07/2024,08:00 स.,9.0,301.61,310.61,84.46,93.46,28.0,22.64,Success
Temghar,07/07/2024,07:45 am,2.95,105.01,107.96,14.54,17.49,13.85,10.55,Success
Gunjawani,06/07/2024,07:35 am,0.21,104.48,104.69,25.97,26.18,24.86,15.01,Success
Khadakwasla,06/07/2024,07:00 am,30.0,55.91,85.91,26.4,56.4,47.22,45.7,Success
Mulshi,06/07/2024,08:41 am,230.0,522.76,752.76,57.92,287.92,11.08,10.61,Success
Panshet,06/07/2024,04:00 pm,9.0,301.61,310.61,79.75,88.75,26.44,21.8,Success
Temghar,06/07/2024,07:45 am,2.95,105.01,107.96,11.97,14.92,11.4,9.08,Success
Gunjawani,05/07/2024,07:36 am,0.21,104.48,104.69,22.3,22.51,21.34,15.01,Success
Khadakwasla,05/07/2024,07:00 am,30.0,55.91,85.91,24.99,54.99,44.7,43.17,Success
Mulshi,05/07/2024,07:45 am,230.0,522.76,752.76,50.71,280.71,9.7,10.61,Success
Panshet,05/07/2024,08:12 am,9.0,301.61,310.61,72.62,81.62,24.08,21.13,Success
Temghar,05/07/2024,07:45 am,2.95,105.01,107.96,10.06,13.01,9.58,8.8,Success
Gunjawani,04/07/2024,07:31 am,0.21,104.48,104.69,21.91,22.12,20.97,15.01,Success
Khadakwasla,04/07/2024,06:00 am,30.0,55.91,85.91,23.19,53.19,41.48,43.71,Success
Mulshi,04/07/2024,08:30 am,230.0,522.76,752.76,40.22,270.22,7.69,10.2,Success
Panshet,04/07/2024,06:45 am,9.0,301.61,310.61,67.31,76.31,22.32,20.85,Success
Temghar,04/07/2024,07:45 am,2.95,105.01,107.96,7.73,10.68,7.36,8.47,Success
Gunjawani,03/07/2024,07:20 am,0.21,104.48,104.69,19.98,20.19,19.12,15.01,Success
Khadakwasla,03/07/2024,08:36 am,30.0,55.91,85.91,23.67,53.67,42.34,46.65,Success
Mulshi,03/07/2024,07:45 am,230.0,522.76,752.76,40.22,270.22,7.69,10.15,Success
Panshet,03/07/2024,08:36 am,9.0,301.61,310.61,64.24,73.24,21.3,19.31,Success
Temghar,03/07/2024,07:45 am,2.95,105.01,107.96,6.84,9.79,6.51,7.9,Success
Gunjawani,02/07/2024,06:33 AM,0.21,104.48,104.69,17.93,18.14,17.16,15.01,Success
Khadakwasla,02/07/2024,08:27 AM,30.0,55.91,85.91,22.93,52.93,41.01,48.28,Success
Mulshi,02/07/2024,07:30 AM,230.0,522.76,752.76,35.12,265.12,6.72,9.2,Success
Panshet,02/07/2024,08:28 AM,9.0,301.61,310.61,59.34,68.34,19.67,18.2,Success
Temghar,02/07/2024,08:00 स.,2.95,105.01,107.96,5.13,8.08,4.89,6.76,Success
Gunjawani,01/07/2024,08:10 AM,0.21,104.48,104.69,15.69,15.9,15.02,14.87,Success
Khadakwasla,01/07/2024,07:00 AM,30.0,55.91,85.91,23.19,53.19,41.48,49.6,Success
Mulshi,01/07/2024,07:45 AM,230.0,522.76,752.76,29.52,259.52,5.65,7.88,Success
Panshet,01/07/2024,07:37 AM,9.0,301.61,310.61,55.59,64.59,18.43,16.85,Success
Temghar,01/07/2024,08:00 स.,2.95,105.01,107.96,3.42,6.37,3.26,5.62,Success
Gunjawani,30/06/2024,07:31 AM,0.21,104.48,104.69,13.79,14.0,13.2,14.87,Success
Khadakwasla,30/06/2024,08:35 AM,30.0,55.91,85.91,23.67,53.67,42.34,49.79,Success
Mulshi,30/06/2024,07:45 AM,230.0,522.76,752.76,23.52,253.52,4.5,6.52,Success
Panshet,30/06/2024,08:36 AM,9.0,301.61,310.61,51.8,60.8,17.17,15.49,Success
Temghar,30/06/2024,08:00 स.,2.95,105.01,107.96,1.71,4.66,1.63,4.49,Success
Gunjawani,29/06/2024,07:54 am,0.21,104.48,104.69,12.58,12.79,12.04,14.87,Success
Khadakwasla,29/06/2024,07:00 am,30.0,55.91,85.91,22.6,52.6,40.42,49.6,Success
Mulshi,29/06/2024,07:45 am,230.0,522.76,752.76,22.78,252.78,4.36,4.12,Success
Panshet,29/06/2024,07:45 am,9.0,301.61,310.61,49.26,58.26,16.33,15.47,Success
Temghar,29/06/2024,12:08 PM,2.95,105.01,107.96,0.0,2.95,0.0,3.35,Success
Gunjawani,28/06/2024,07:30 AM,0.21,104.48,104.69,11.95,12.16,11.44,15.01,Success
Khadakwasla,28/06/2024,08:50 AM,30.0,55.91,85.91,22.56,52.56,40.35,47.9,Success
Mulshi,28/06/2024,08:45 AM,230.0,522.76,752.76,19.3,249.3,3.69,3.06,Success
Panshet,28/06/2024,08:50 AM,9.0,301.61,310.61,46.08,55.08,15.28,14.4,Success
Temghar,28/06/2024,09:45 pm,2.95,105.01,107.96,1.86,4.81,1.77,3.22,Success
Gunjawani,27/06/2024,07:36 am,0.21,104.48,104.69,11.44,11.65,10.95,15.15,Success
Khadakwasla,27/06/2024,08:00 स.,30.0,55.91,85.91,22.37,52.37,40.01,47.01,Success
Mulshi,27/06/2024,07:30 am,230.0,522.76,752.76,15.82,245.82,3.03,1.64,Success
Panshet,27/06/2024,08:00 स.,9.0,301.61,310.61,44.24,53.24,14.67,13.22,Success
Temghar,27/06/2024,08:00 स.,2.95,105.01,107.96,1.25,4.2,1.19,2.8,Success
Gunjawani,26/06/2024,08:12 am,0.21,104.48,104.69,10.93,11.14,10.46,15.29,Success
Khadakwasla,26/06/2024,07:00 am,30.0,55.91,85.91,22.18,52.18,39.67,46.12,Success
Mulshi,26/06/2024,07:45 am,230.0,522.76,752.76,18.06,248.06,3.45,1.41,Success
Panshet,26/06/2024,04:00 pm,9.0,301.61,310.61,42.4,51.4,14.06,12.04,Success
Temghar,26/06/2024,04:30 pm,2.95,105.01,107.96,0.63,3.58,0.6,2.38,Success
Gunjawani,25/06/2024,07:25 am,0.21,104.48,104.69,10.8,11.01,10.34,15.43,Success
Khadakwasla,25/06/2024,07:00 am,30.0,55.91,85.91,23.64,53.64,42.28,45.07,Success
Mulshi,25/06/2024,07:45 am,230.0,522.76,752.76,22.03,252.03,4.21,1.27,Success
Panshet,25/06/2024,07:00 am,9.0,301.61,310.61,41.78,50.78,13.85,13.11,Success
Temghar,25/06/2024,07:45 am,2.95,105.01,107.96,1.15,4.1,1.1,2.41,Success
Gunjawani,24/06/2024,07:06 am,0.21,104.48,104.69,10.8,11.01,10.34,15.57,Success
Khadakwasla,24/06/2024,06:48 am,30.0,55.91,85.91,25.56,55.56,45.72,45.07,Success
Mulshi,24/06/2024,07:23 am,230.0,522.76,752.76,24.27,254.27,4.64,1.08,Success
Panshet,24/06/2024,06:49 am,9.0,301.61,310.61,41.24,50.24,13.67,12.86,Success
Temghar,24/06/2024,08:00 स.,2.95,105.01,107.96,1.12,4.07,1.07,2.53,Success
Gunjawani,23/06/2024,08:02 am,0.21,104.48,104.69,10.35,10.56,9.91,15.89,Success
Khadakwasla,23/06/2024,08:24 am,30.0,55.91,85.91,27.01,57.01,48.31,44.88,Success
Mulshi,23/06/2024,07:45 am,230.0,522.76,752.76,25.76,255.76,4.93,0.94,Success
Panshet,23/06/2024,08:24 am,9.0,301.61,310.61,40.14,49.14,13.31,12.81,Success
Temghar,23/06/2024,07:45 am,2.95,105.01,107.96,1.1,4.05,1.05,2.64,Success
Gunjawani,22/06/2024,07:52 am,0.21,104.48,104.69,10.23,10.44,9.79,16.05,Success
Khadakwasla,22/06/2024,08:25 am,30.0,55.91,85.91,28.31,58.31,50.63,43.0,Success
Mulshi,22/06/2024,07:15 am,230.0,522.76,752.76,25.51,255.51,4.88,1.54,Success
Panshet,22/06/2024,07:00 am,9.0,301.61,310.61,35.25,44.25,11.69,12.83,Success
Temghar,22/06/2024,07:15 am,2.95,105.01,107.96,0.56,3.51,0.53,2.74,Success
Gunjawani,21/06/2024,07:53 am,0.21,104.48,104.69,10.23,10.44,9.79,16.37,Success
Khadakwasla,21/06/2024,06:00 am,30.0,55.91,85.91,28.69,58.69,51.31,43.0,Success
Mulshi,21/06/2024,07:45 am,230.0,522.76,752.76,26.01,256.01,4.98,2.1,Success
Panshet,21/06/2024,08:00 am,9.0,301.61,310.61,38.48,47.48,12.76,12.83,Success
Temghar,21/06/2024,07:45 am,2.95,105.01,107.96,0.0,2.95,0.0,2.86,Success
Gunjawani,20/06/2024,07:33 am,0.21,104.48,104.69,10.23,10.44,9.79,16.37,Success
Khadakwasla,20/06/2024,07:00 am,30.0,55.91,85.91,27.11,57.11,48.49,43.17,Success
Mulshi,20/06/2024,07:45 am,230.0,522.76,752.76,27.5,257.5,5.26,2.24,Success
Panshet,20/06/2024,07:45 am,9.0,301.61,310.61,39.37,48.37,13.05,12.86,Success
Temghar,20/06/2024,07:45 am,2.95,105.01,107.96,0.0,2.95,0.0,2.93,Success
Gunjawani,19/06/2024,07:30 am,0.21,104.48,104.69,10.23,10.44,9.79,16.53,Success
Khadakwasla,19/06/2024,07:00 am,30.0,55.91,85.91,24.77,54.77,44.3,43.17,Success
Mulshi,19/06/2024,07:31 am,230.0,522.76,752.76,27.75,257.75,5.31,2.89,Success
Panshet,19/06/2024,07:00 am,9.0,301.61,310.61,40.83,49.83,13.54,12.94,Success
Temghar,19/06/2024,07:45 am,2.95,105.01,107.96,0.18,3.13,0.17,3.04,Success
Gunjawani,18/06/2024,07:46 am,0.21,104.48,104.69,10.69,10.9,10.23,16.68,Success
Khadakwasla,18/06/2024,07:00 am,30.0,55.91,85.91,23.3,53.3,41.67,43.17,Success
Mulshi,18/06/2024,07:45 am,230.0,522.76,752.76,29.78,259.78,5.7,2.98,Success
Panshet,18/06/2024,07:00 am,9.0,301.61,310.61,41.46,50.46,13.75,12.92,Success
Temghar,18/06/2024,07:45 am,2.95,105.01,107.96,1.25,4.2,1.19,3.15,Success
Gunjawani,17/06/2024,07:35 am,0.21,104.48,104.69,10.93,11.14,10.46,16.84,Success
Khadakwasla,17/06/2024,08:00 स.,30.0,55.91,85.91,22.88,52.88,40.92,43.63,Success
Mulshi,17/06/2024,07:32 am,230.0,522.76,752.76,32.07,262.07,6.13,3.41,Success
Panshet,17/06/2024,08:00 स.,9.0,301.61,310.61,41.7,50.7,13.83,12.9,Success
Temghar,17/06/2024,08:00 स.,2.95,105.01,107.96,1.34,4.29,1.28,3.26,Success
Gunjawani,16/06/2024,06:33 am,0.21,104.48,104.69,11.18,11.39,10.7,16.84,Success
Khadakwasla,16/06/2024,06:00 pm,30.0,55.91,85.91,22.47,52.47,40.19,44.09,Success
Mulshi,16/06/2024,07:45 am,230.0,522.76,752.76,35.63,265.63,6.82,3.79,Success
Panshet,16/06/2024,07:00 am,9.0,301.61,310.61,41.95,50.95,13.91,12.88,Success
Temghar,16/06/2024,05:45 pm,2.95,105.01,107.96,1.42,4.37,1.35,3.37,Success
Gunjawani,15/06/2024,07:08 am,0.21,104.48,104.69,11.56,11.77,11.06,16.84,Success
Khadakwasla,15/06/2024,07:00 am,30.0,55.91,85.91,21.87,51.87,39.12,46.49,Success
Mulshi,15/06/2024,07:45 am,230.0,522.76,752.76,37.67,267.67,7.21,4.12,Success
Panshet,15/06/2024,07:00 am,9.0,301.61,310.61,41.62,50.62,13.8,12.88,Success
Temghar,15/06/2024,07:45 am,2.95,105.01,107.96,1.59,4.54,1.51,3.42,Success
Gunjawani,14/06/2024,07:44 am,0.21,104.48,104.69,11.82,12.03,11.31,17.16,Success
Khadakwasla,14/06/2024,07:00 am,30.0,55.91,85.91,21.47,51.47,38.4,52.17,Success
Mulshi,14/06/2024,08:20 am,230.0,522.76,752.76,39.45,269.45,7.55,4.93,Success
Panshet,14/06/2024,07:00 am,9.0,301.61,310.61,41.19,50.19,13.66,12.94,Success
Temghar,14/06/2024,07:30 am,2.95,105.01,107.96,1.34,4.29,1.28,3.51,Success
Gunjawani,13/06/2024,07:00 am,0.21,104.48,104.69,12.08,12.29,11.56,17.16,Success
Khadakwasla,13/06/2024,07:00 am,30.0,55.91,85.91,23.06,53.06,41.24,51.93,Success
Mulshi,13/06/2024,07:30 am,230.0,522.76,752.76,42.82,272.82,8.19,4.93,Success
Panshet,13/06/2024,07:00 am,9.0,301.61,310.61,41.13,50.13,13.64,12.94,Success
Temghar,13/06/2024,07:45 am,2.95,105.01,107.96,1.83,4.78,1.74,3.53,Success
Gunjawani,12/06/2024,06:43 am,0.21,104.48,104.69,12.46,12.67,11.93,17.32,Success
Khadakwasla,12/06/2024,07:00 am,30.0,55.91,85.91,24.56,54.56,43.93,55.58,Success
Mulshi,12/06/2024,07:30 am,230.0,522.76,752.76,45.98,275.98,8.8,5.26,Success
Panshet,12/06/2024,07:00 am,9.0,301.61,310.61,40.98,49.98,13.59,12.88,Success
Temghar,12/06/2024,07:30 am,2.95,105.01,107.96,1.32,4.27,1.26,3.61,Success
Gunjawani,11/06/2024,06:47 am,0.21,104.48,104.69,12.71,12.92,12.17,17.32,Success
Khadakwasla,11/06/2024,08:39 am,30.0,55.91,85.91,26.26,56.26,46.97,62.22,Success
Mulshi,11/06/2024,07:45 am,230.0,522.76,752.76,49.13,279.13,9.4,5.94,Success
Panshet,11/06/2024,08:40 am,9.0,301.61,310.61,41.07,50.07,13.62,12.94,Success
Temghar,11/06/2024,07:45 am,2.95,105.01,107.96,2.06,5.01,1.96,3.75,Success
Gunjawani,10/06/2024,06:48 AM,0.21,104.48,104.69,13.22,13.43,12.65,17.64,Success
Khadakwasla,10/06/2024,07:00 AM,30.0,55.91,85.91,27.53,57.53,49.24,62.67,Success
Mulshi,10/06/2024,07:45 AM,230.0,522.76,752.76,52.82,282.82,10.1,6.18,Success
Panshet,10/06/2024,07:00 AM,9.0,301.61,310.61,41.62,50.62,13.8,12.96,Success
Temghar,10/06/2024,07:45 AM,2.95,105.01,107.96,1.26,4.21,1.2,3.81,Success
Gunjawani,09/06/2024,07:31 AM,0.21,104.48,104.69,13.93,14.14,13.33,17.96,Success
Khadakwasla,09/06/2024,07:00 AM,30.0,55.91,85.91,29.17,59.17,52.17,66.62,Success
