Dam Name,Report Date,Report Time,Dead Storage (MCM),Design Live Storage (MCM),Design Gross Storage (MCM),Current Live Storage (MCM),Current Gross Storage (MCM),Current Live Storage (%),Last Year Storage (%),Status
Mulshi,26/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,26/09/2024,07:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,99.76,Success
Temghar,26/09/2024,08:33 AM,2.95,105.01,107.96,105.01,107.96,100.0,77.09,Success
Gunjawani,25/09/2024,08:30 AM,0.21,104.48,104.69,104.48,104.69,100.0,98.17,Success
Khadakwasla,25/09/2024,03:00 AM,30.0,55.91,85.91,50.66,80.66,90.61,78.63,Success
Mulshi,25/09/2024,09:45 PM,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,25/09/2024,08:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,99.83,Success
Temghar,25/09/2024,08:37 AM,2.95,105.01,107.96,105.01,107.96,100.0,76.89,Success
Gunjawani,24/09/2024,08:30 AM,0.21,104.48,104.69,104.48,104.69,100.0,98.17,Success
Khadakwasla,24/09/2024,08:00 स.,30.0,55.91,85.91,49.92,79.92,89.29,74.07,Success
Mulshi,24/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,24/09/2024,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,99.92,Success
Temghar,24/09/2024,08:38 AM,2.95,105.01,107.96,105.01,107.96,100.0,76.37,Success
Gunjawani,23/09/2024,08:30 AM,0.21,104.48,104.69,104.48,104.69,100.0,96.98,Success
Khadakwasla,23/09/2024,03:00 PM,30.0,55.91,85.91,49.17,79.17,87.94,69.52,Success
Mulshi,23/09/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,23/09/2024,03:00 PM,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,23/09/2024,08:43 AM,2.95,105.01,107.96,105.01,107.96,100.0,75.97,Success
Gunjawani,22/09/2024,08:08 AM,0.21,104.48,104.69,104.48,104.69,100.0,94.62,Success
Khadakwasla,22/09/2024,07:00 AM,30.0,55.91,85.91,49.49,79.49,88.52,60.26,Success
Mulshi,22/09/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,22/09/2024,07:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,22/09/2024,07:30 AM,2.95,105.01,107.96,105.01,107.96,100.0,75.97,Success
Gunjawani,21/09/2024,07:31 AM,0.21,104.48,104.69,104.48,104.69,100.0,92.85,Success
Khadakwasla,21/09/2024,07:00 AM,30.0,55.91,85.91,50.44,80.44,90.22,60.19,Success
Mulshi,21/09/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,21/09/2024,07:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,21/09/2024,07:30 AM,2.95,105.01,107.96,105.01,107.96,100.0,76.05,Success
Gunjawani,20/09/2024,07:02 AM,0.21,104.48,104.69,104.48,104.69,100.0,91.74,Success
Khadakwasla,20/09/2024,08:00 AM,30.0,55.91,85.91,51.33,81.33,91.81,53.98,Success
Mulshi,20/09/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,20/09/2024,08:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,99.83,Success
Temghar,20/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,76.33,Success
Gunjawani,19/09/2024,08:30 AM,0.21,104.48,104.69,104.48,104.69,100.0,91.19,Success
Khadakwasla,19/09/2024,07:00 AM,30.0,55.91,85.91,51.63,81.63,92.34,53.76,Success
Mulshi,19/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,19/09/2024,07:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,99.61,Success
Temghar,19/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,76.53,Success
Gunjawani,18/09/2024,07:20 AM,0.21,104.48,104.69,104.48,104.69,100.0,90.63,Success
Khadakwasla,18/09/2024,08:00 AM,30.0,55.91,85.91,51.48,81.48,92.08,54.76,Success
Mulshi,18/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,18/09/2024,07:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,99.41,Success
Temghar,18/09/2024,07:30 AM,2.95,105.01,107.96,105.01,107.96,100.0,76.21,Success
Gunjawani,17/09/2024,06:54 AM,0.21,104.48,104.69,104.48,104.69,100.0,90.08,Success
Khadakwasla,17/09/2024,08:00 AM,30.0,55.91,85.91,55.44,85.44,99.16,54.97,Success
Mulshi,17/09/2024,09:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,17/09/2024,07:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,99.36,Success
Temghar,17/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,76.73,Success
Gunjawani,16/09/2024,08:00 स.,0.21,104.48,104.69,104.48,104.69,100.0,89.8,PDF Not Available
Khadakwasla,16/09/2024,08:00 स.,30.0,55.91,85.91,55.23,85.23,98.78,56.45,PDF Not Available
Mulshi,16/09/2024,12:15 PM,230.0,522.76,752.76,522.76,752.76,100.0,99.82,Success
Panshet,16/09/2024,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,99.44,PDF Not Available
Temghar,16/09/2024,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,77.32,PDF Not Available
Gunjawani,15/09/2024,07:30 AM,0.21,104.48,104.69,104.48,104.69,100.0,89.52,Success
Khadakwasla,15/09/2024,08:00 AM,30.0,55.91,85.91,55.02,85.02,98.41,57.93,Success
Mulshi,15/09/2024,12:15 AM,230.0,522.76,752.76,522.76,752.76,100.0,99.73,Success
Panshet,15/09/2024,07:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,99.51,Success
Temghar,15/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,77.9,Success
Gunjawani,14/09/2024,07:31 AM,0.21,104.48,104.69,104.48,104.69,100.0,89.52,Success
Khadakwasla,14/09/2024,08:00 AM,30.0,55.91,85.91,55.75,85.75,99.71,57.49,Success
Mulshi,14/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,99.09,Success
Panshet,14/09/2024,07:00 AM,9.0,301.61,310.61,301.4,310.4,99.93,99.83,Success
Temghar,14/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,78.55,Success
Gunjawani,13/09/2024,07:43 AM,0.21,104.48,104.69,104.48,104.69,100.0,89.52,Success
Khadakwasla,13/09/2024,08:00 AM,30.0,55.91,85.91,54.57,84.57,97.6,56.62,Success
Mulshi,13/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,98.45,Success
Panshet,13/09/2024,08:00 AM,9.0,301.61,310.61,301.5,310.5,99.96,100.0,Success
Temghar,13/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,78.76,Success
Gunjawani,12/09/2024,07:43 AM,0.21,104.48,104.69,104.48,104.69,100.0,89.52,Success
Khadakwasla,12/09/2024,08:00 AM,30.0,55.91,85.91,55.16,85.16,98.66,54.97,Success
Mulshi,12/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,97.81,Success
Panshet,12/09/2024,07:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,12/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,79.41,Success
Gunjawani,11/09/2024,08:04 AM,0.21,104.48,104.69,104.48,104.69,100.0,89.52,Success
Khadakwasla,11/09/2024,08:00 AM,30.0,55.91,85.91,55.75,85.75,99.71,52.72,Success
Mulshi,11/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,97.18,Success
Panshet,11/09/2024,08:00 AM,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,11/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,79.62,Success
Gunjawani,10/09/2024,07:29 AM,0.21,104.48,104.69,104.48,104.69,100.0,89.24,Success
Khadakwasla,10/09/2024,08:00 AM,30.0,55.91,85.91,54.3,84.3,97.12,50.87,Success
Mulshi,10/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,96.54,Success
Panshet,10/09/2024,06:00 AM,9.0,301.61,310.61,301.4,310.4,99.93,99.86,Success
Temghar,10/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,79.91,Success
Gunjawani,09/09/2024,07:31 AM,0.21,104.48,104.69,104.48,104.69,100.0,89.24,Success
Khadakwasla,09/09/2024,08:00 AM,30.0,55.91,85.91,51.05,81.05,91.31,48.49,Success
Mulshi,09/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,95.9,Success
Panshet,09/09/2024,07:00 AM,9.0,301.61,310.61,301.5,310.5,99.96,99.93,Success
Temghar,09/09/2024,08:19 AM,2.95,105.01,107.96,105.01,107.96,100.0,80.15,Success
Gunjawani,08/09/2024,01:04 PM,0.21,104.48,104.69,104.48,104.69,100.0,88.97,Success
Khadakwasla,08/09/2024,01:30 PM,30.0,55.91,85.91,47.52,77.52,84.99,45.92,Success
Mulshi,08/09/2024,09:17 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.26,Success
Panshet,08/09/2024,12:30 PM,9.0,301.61,310.61,301.4,310.4,99.93,99.51,Success
Temghar,08/09/2024,01:15 PM,2.95,105.01,107.96,105.01,107.96,100.0,80.28,Success
Gunjawani,07/09/2024,08:00 स.,0.21,104.48,104.69,104.16,104.37,99.69,88.97,Success
Khadakwasla,07/09/2024,06:00 AM,30.0,55.91,85.91,47.08,77.08,84.21,46.32,Success
Mulshi,07/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,95.34,Success
Panshet,07/09/2024,05:00 AM,9.0,301.61,310.61,300.73,309.73,99.71,99.71,Success
Temghar,07/09/2024,06:00 AM,2.95,105.01,107.96,105.01,107.96,100.0,80.03,Success
Gunjawani,06/09/2024,01:00 PM,0.21,104.48,104.69,103.83,104.04,99.38,88.97,Success
Khadakwasla,06/09/2024,12:30 PM,30.0,55.91,85.91,50.54,80.54,90.4,45.5,Success
Mulshi,06/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,95.41,Success
Panshet,06/09/2024,12:30 PM,9.0,301.61,310.61,300.73,309.73,99.71,99.81,Success
Temghar,06/09/2024,01:53 PM,2.95,105.01,107.96,105.01,107.96,100.0,80.03,Success
Gunjawani,05/09/2024,07:12 AM,0.21,104.48,104.69,102.56,102.77,98.16,88.97,Success
Khadakwasla,05/09/2024,08:00 AM,30.0,55.91,85.91,54.87,84.87,98.14,48.68,Success
Mulshi,05/09/2024,12:00 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.49,Success
Panshet,05/09/2024,07:00 AM,9.0,301.61,310.61,301.5,310.5,99.96,99.83,Success
Temghar,05/09/2024,08:25 AM,2.95,105.01,107.96,105.01,107.96,100.0,80.15,Success
Gunjawani,04/09/2024,12:56 PM,0.21,104.48,104.69,101.33,101.54,96.99,89.52,Success
Khadakwasla,04/09/2024,01:30 PM,30.0,55.91,85.91,52.73,82.73,94.31,49.05,Success
Mulshi,04/09/2024,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,95.84,Success
Panshet,04/09/2024,01:30 PM,9.0,301.61,310.61,299.54,308.54,99.31,100.0,Success
Temghar,04/09/2024,01:15 PM,2.95,105.01,107.96,105.01,107.96,100.0,80.19,Success
Gunjawani,03/09/2024,08:00 स.,0.21,104.48,104.69,101.02,101.23,96.69,89.52,PDF Not Available
Khadakwasla,03/09/2024,08:00 स.,30.0,55.91,85.91,52.32,82.32,93.58,50.42,PDF Not Available
Mulshi,03/09/2024,10:15 AM,230.0,522.76,752.76,522.76,752.76,100.0,96.19,Success
Panshet,03/09/2024,08:00 स.,9.0,301.61,310.61,299.05,308.05,99.15,99.98,PDF Not Available
Temghar,03/09/2024,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,80.15,PDF Not Available
Gunjawani,02/09/2024,07:30 AM,0.21,104.48,104.69,100.71,100.92,96.39,89.52,Success
Khadakwasla,02/09/2024,07:45 AM,30.0,55.91,85.91,51.91,81.91,92.85,51.78,Success
Mulshi,02/09/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,96.19,Success
Panshet,02/09/2024,08:00 स.,9.0,301.61,310.61,298.56,307.56,98.99,99.96,Success
Temghar,02/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,80.11,Success
Gunjawani,01/09/2024,06:40 AM,0.21,104.48,104.69,100.71,100.92,96.39,89.52,Success
Khadakwasla,01/09/2024,08:00 AM,30.0,55.91,85.91,50.0,80.0,89.43,54.97,Success
Mulshi,01/09/2024,07:15 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.96,Success
Panshet,01/09/2024,09:08 AM,9.0,301.61,310.61,298.07,307.07,98.83,99.93,Success
Temghar,01/09/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,79.95,Success
Gunjawani,31/08/2024,06:34 AM,0.21,104.48,104.69,100.71,100.92,96.39,88.97,Success
Khadakwasla,31/08/2024,08:00 AM,30.0,55.91,85.91,48.92,78.92,87.5,61.97,Success
Mulshi,31/08/2024,06:15 AM,230.0,522.76,752.76,522.76,752.76,100.0,96.65,Success
Panshet,31/08/2024,05:00 PM,9.0,301.61,310.61,298.22,307.22,98.88,99.76,Success
Temghar,31/08/2024,07:30 AM,2.95,105.01,107.96,105.01,107.96,100.0,79.91,Success
Gunjawani,30/08/2024,07:30 AM,0.21,104.48,104.69,100.1,100.31,95.81,88.41,Success
Khadakwasla,30/08/2024,07:00 AM,30.0,55.91,85.91,52.17,82.17,93.31,62.22,Success
Mulshi,30/08/2024,07:30 AM,230.0,522.76,752.76,522.76,752.76,100.0,97.19,Success
Panshet,30/08/2024,07:00 AM,9.0,301.61,310.61,297.04,306.04,98.48,99.93,Success
Temghar,30/08/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,79.87,Success
Gunjawani,29/08/2024,07:17 AM,0.21,104.48,104.69,99.48,99.69,95.21,87.86,Success
Khadakwasla,29/08/2024,08:00 स.,30.0,55.91,85.91,48.41,78.41,86.59,62.07,Success
Mulshi,29/08/2024,08:41 AM,230.0,522.76,752.76,522.76,752.76,100.0,97.88,Success
Panshet,29/08/2024,08:00 स.,9.0,301.61,310.61,294.9,303.9,97.78,99.96,Success
Temghar,29/08/2024,08:20 AM,2.95,105.01,107.96,105.01,107.96,100.0,79.17,Success
Gunjawani,28/08/2024,07:35 AM,0.21,104.48,104.69,100.71,100.92,96.39,86.75,Success
Khadakwasla,28/08/2024,08:00 PM,30.0,55.91,85.91,44.65,74.65,79.86,61.92,Success
Mulshi,28/08/2024,08:16 AM,230.0,522.76,752.76,522.76,752.76,100.0,97.11,Success
Panshet,28/08/2024,08:00 PM,9.0,301.61,310.61,292.75,301.75,97.06,100.0,Success
Temghar,28/08/2024,08:00 AM,2.95,105.01,107.96,105.01,107.96,100.0,78.55,Success
Gunjawani,27/08/2024,07:25 AM,0.21,104.48,104.69,100.71,100.92,96.39,85.09,Success
Khadakwasla,27/08/2024,08:00 AM,30.0,55.91,85.91,44.1,74.1,78.88,54.76,Success
Mulshi,27/08/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,96.42,Success
Panshet,27/08/2024,07:00 AM,9.0,301.61,310.61,291.42,300.42,96.62,100.0,Success
Temghar,27/08/2024,08:35 AM,2.95,105.01,107.96,105.01,107.96,100.0,77.66,Success
Gunjawani,26/08/2024,07:30 AM,0.21,104.48,104.69,100.71,100.92,96.39,84.53,Success
Khadakwasla,26/08/2024,08:00 स.,30.0,55.91,85.91,39.58,69.58,70.79,54.58,Success
Mulshi,26/08/2024,06:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.19,Success
Panshet,26/08/2024,08:00 स.,9.0,301.61,310.61,291.56,300.56,96.67,100.0,Success
Temghar,26/08/2024,08:08 AM,2.95,105.01,107.96,105.01,107.96,100.0,76.37,Success
Gunjawani,25/08/2024,08:03 AM,0.21,104.48,104.69,100.1,100.31,95.81,83.42,Success
Khadakwasla,25/08/2024,08:00 AM,30.0,55.91,85.91,42.14,72.14,75.37,54.39,Success
Mulshi,25/08/2024,07:30 AM,230.0,522.76,752.76,522.76,752.76,100.0,94.95,Success
Panshet,25/08/2024,07:00 AM,9.0,301.61,310.61,291.7,300.7,96.71,100.0,Success
Temghar,25/08/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,75.97,Success
Gunjawani,24/08/2024,06:36 AM,0.21,104.48,104.69,95.27,95.48,91.18,83.42,Success
Khadakwasla,24/08/2024,08:00 AM,30.0,55.91,85.91,44.1,74.1,78.88,54.76,Success
Mulshi,24/08/2024,07:17 AM,230.0,522.76,752.76,512.89,742.89,98.11,94.88,Success
Panshet,24/08/2024,08:00 AM,9.0,301.61,310.61,294.08,303.08,97.5,99.89,Success
Temghar,24/08/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,75.73,Success
Gunjawani,23/08/2024,06:09 AM,0.21,104.48,104.69,94.69,94.9,90.63,82.87,Success
Khadakwasla,23/08/2024,07:00 AM,30.0,55.91,85.91,44.1,74.1,78.88,56.42,Success
Mulshi,23/08/2024,07:35 AM,230.0,522.76,752.76,512.08,742.08,97.96,95.49,Success
Panshet,23/08/2024,07:00 AM,9.0,301.61,310.61,293.63,302.63,97.35,100.0,Success
Temghar,23/08/2024,08:24 AM,2.95,105.01,107.96,105.01,107.96,100.0,75.17,Success
Gunjawani,22/08/2024,07:21 AM,0.21,104.48,104.69,94.69,94.9,90.63,82.31,Success
Khadakwasla,22/08/2024,08:00 AM,30.0,55.91,85.91,43.83,73.83,78.39,58.78,Success
Mulshi,22/08/2024,07:45 AM,230.0,522.76,752.76,516.59,746.59,98.82,95.49,Success
Panshet,22/08/2024,08:00 AM,9.0,301.61,310.61,295.24,304.24,97.89,100.0,Success
Temghar,22/08/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,74.73,Success
Gunjawani,21/08/2024,07:44 AM,0.21,104.48,104.69,94.11,94.32,90.07,82.31,Success
Khadakwasla,21/08/2024,08:00 AM,30.0,55.91,85.91,44.1,74.1,78.88,59.82,Success
Mulshi,21/08/2024,07:45 AM,230.0,522.76,752.76,518.44,748.44,99.17,95.65,Success
Panshet,21/08/2024,08:00 AM,9.0,301.61,310.61,296.43,305.43,98.28,100.0,Success
Temghar,21/08/2024,07:45 AM,2.95,105.01,107.96,105.01,107.96,100.0,74.57,Success
Gunjawani,20/08/2024,07:04 AM,0.21,104.48,104.69,94.11,94.32,90.07,81.76,Success
Khadakwasla,20/08/2024,07:00 AM,30.0,55.91,85.91,44.37,74.37,79.36,61.52,Success
Mulshi,20/08/2024,08:44 AM,230.0,522.76,752.76,517.48,747.48,98.99,95.03,Success
Panshet,20/08/2024,07:45 AM,9.0,301.61,310.61,297.48,306.48,98.63,100.0,Success
Temghar,20/08/2024,08:19 AM,2.95,105.01,107.96,105.01,107.96,100.0,73.58,Success
Gunjawani,19/08/2024,07:14 AM,0.21,104.48,104.69,94.69,94.9,90.63,81.24,Success
Khadakwasla,19/08/2024,08:00 AM,30.0,55.91,85.91,44.24,74.24,79.13,63.38,Success
Mulshi,19/08/2024,07:30 AM,230.0,522.76,752.76,522.76,752.76,100.0,94.65,Success
Panshet,19/08/2024,07:00 AM,9.0,301.61,310.61,298.07,307.07,98.83,99.93,Success
Temghar,19/08/2024,08:06 AM,2.95,105.01,107.96,105.01,107.96,100.0,73.15,Success
Gunjawani,18/08/2024,07:11 AM,0.21,104.48,104.69,95.27,95.48,91.18,81.24,Success
Khadakwasla,18/08/2024,08:00 AM,30.0,55.91,85.91,44.24,74.24,79.13,64.79,Success
Mulshi,18/08/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,94.72,Success
Panshet,18/08/2024,07:00 AM,9.0,301.61,310.61,299.26,308.26,99.22,100.0,Success
Temghar,18/08/2024,08:12 AM,2.95,105.01,107.96,105.01,107.96,100.0,72.91,Success
Gunjawani,17/08/2024,07:20 AM,0.21,104.48,104.69,95.27,95.48,91.18,80.73,Success
Khadakwasla,17/08/2024,08:00 AM,30.0,55.91,85.91,44.37,74.37,79.36,67.23,Success
Mulshi,17/08/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.03,Success
Panshet,17/08/2024,07:00 AM,9.0,301.61,310.61,300.13,309.13,99.51,100.0,Success
Temghar,17/08/2024,08:40 AM,2.95,105.01,107.96,105.01,107.96,100.0,72.52,Success
Gunjawani,16/08/2024,06:43 AM,0.21,104.48,104.69,95.27,95.48,91.18,80.22,Success
Khadakwasla,16/08/2024,08:00 AM,30.0,55.91,85.91,45.66,75.66,81.67,69.02,Success
Mulshi,16/08/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.49,Success
Panshet,16/08/2024,08:00 AM,9.0,301.61,310.61,300.43,309.43,99.61,100.0,Success
Temghar,16/08/2024,08:12 AM,2.95,105.01,107.96,105.01,107.96,100.0,72.01,Success
Gunjawani,15/08/2024,08:26 AM,0.21,104.48,104.69,96.43,96.64,92.3,80.22,Success
Khadakwasla,15/08/2024,08:00 AM,30.0,55.91,85.91,47.8,77.8,85.49,71.34,Success
Mulshi,15/08/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.65,Success
Panshet,15/08/2024,07:00 AM,9.0,301.61,310.61,299.68,308.68,99.36,100.0,Success
Temghar,15/08/2024,08:05 AM,2.95,105.01,107.96,105.01,107.96,100.0,71.62,Success
Gunjawani,14/08/2024,07:37 AM,0.21,104.48,104.69,96.43,96.64,92.3,79.71,Success
Khadakwasla,14/08/2024,08:00 AM,30.0,55.91,85.91,49.38,79.38,88.32,72.61,Success
Mulshi,14/08/2024,07:15 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.65,Success
Panshet,14/08/2024,07:03 AM,9.0,301.61,310.61,297.62,306.62,98.68,100.0,Success
Temghar,14/08/2024,08:06 AM,2.95,105.01,107.96,105.01,107.96,100.0,71.47,Success
Gunjawani,13/08/2024,07:21 AM,0.21,104.48,104.69,96.43,96.64,92.3,79.19,Success
Khadakwasla,13/08/2024,07:00 AM,30.0,55.91,85.91,50.33,80.33,90.02,74.04,Success
Mulshi,13/08/2024,07:30 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.96,Success
Panshet,13/08/2024,07:00 AM,9.0,301.61,310.61,297.18,306.18,98.53,99.41,Success
Temghar,13/08/2024,08:03 AM,2.95,105.01,107.96,105.01,107.96,100.0,70.93,Success
Gunjawani,12/08/2024,07:25 am,0.21,104.48,104.69,96.43,96.64,92.3,78.68,Success
Khadakwasla,12/08/2024,08:00 am,30.0,55.91,85.91,50.94,80.94,91.11,77.95,Success
Mulshi,12/08/2024,02:00 am,230.0,522.76,752.76,522.76,752.76,100.0,95.49,Success
Panshet,12/08/2024,07:00 am,9.0,301.61,310.61,295.1,304.1,97.84,99.83,Success
Temghar,12/08/2024,08:29 am,2.95,105.01,107.96,105.01,107.96,100.0,70.47,Success
Gunjawani,11/08/2024,07:32 AM,0.21,104.48,104.69,96.43,96.64,92.3,78.17,Success
Khadakwasla,11/08/2024,08:00 AM,30.0,55.91,85.91,51.05,81.05,91.31,82.55,Success
Mulshi,11/08/2024,07:45 AM,230.0,522.76,752.76,522.76,752.76,100.0,95.49,Success
Panshet,11/08/2024,08:00 AM,9.0,301.61,310.61,292.44,301.44,96.96,99.27,Success
Temghar,11/08/2024,08:25 AM,2.95,105.01,107.96,105.01,107.96,100.0,70.2,Success
Gunjawani,10/08/2024,08:25 am,0.21,104.48,104.69,96.43,96.64,92.3,77.65,Success
Khadakwasla,10/08/2024,08:00 am,30.0,55.91,85.91,50.66,80.66,90.61,86.5,Success
Mulshi,10/08/2024,08:00 स.,230.0,522.76,752.76,519.67,749.67,99.41,95.68,Success
Panshet,10/08/2024,07:00 am,9.0,301.61,310.61,288.57,297.57,95.68,98.63,Success
Temghar,10/08/2024,08:03 am,2.95,105.01,107.96,105.01,107.96,100.0,69.66,Success
Gunjawani,09/08/2024,07:44 am,0.21,104.48,104.69,96.43,96.64,92.3,77.14,Success
Khadakwasla,09/08/2024,06:45 am,30.0,55.91,85.91,49.17,79.17,87.94,89.81,Success
Mulshi,09/08/2024,06:00 pm,230.0,522.76,752.76,516.59,746.59,98.82,95.88,Success
Panshet,09/08/2024,07:00 am,9.0,301.61,310.61,283.82,292.82,94.1,97.98,Success
Temghar,09/08/2024,08:18 am,2.95,105.01,107.96,105.01,107.96,100.0,69.32,Success
Gunjawani,08/08/2024,07:34 am,0.21,104.48,104.69,95.74,95.95,91.63,76.63,Success
Khadakwasla,08/08/2024,07:00 am,30.0,55.91,85.91,45.9,75.9,82.1,92.56,Success
Mulshi,08/08/2024,04:30 am,230.0,522.76,752.76,508.46,738.46,97.26,96.03,Success
Panshet,08/08/2024,07:00 am,9.0,301.61,310.61,281.6,290.6,93.37,97.5,Success
Temghar,08/08/2024,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,68.94,Success
Gunjawani,07/08/2024,07:47 am,0.21,104.48,104.69,95.27,95.48,91.18,76.37,Success
Khadakwasla,07/08/2024,08:00 am,30.0,55.91,85.91,41.25,71.25,73.78,92.85,Success
Mulshi,07/08/2024,08:21 am,230.0,522.76,752.76,498.8,728.8,95.42,94.65,Success
Panshet,07/08/2024,07:00 am,9.0,301.61,310.61,279.73,288.73,92.75,97.06,Success
Temghar,07/08/2024,08:46 am,2.95,105.01,107.96,105.01,107.96,100.0,68.57,Success
Gunjawani,06/08/2024,07:51 am,0.21,104.48,104.69,94.11,94.32,90.07,75.6,Success
Khadakwasla,06/08/2024,07:00 am,30.0,55.91,85.91,42.68,72.68,76.34,92.61,Success
Mulshi,06/08/2024,08:27 am,230.0,522.76,752.76,493.97,723.97,94.49,94.19,Success
Panshet,06/08/2024,07:00 am,9.0,301.61,310.61,277.15,286.15,91.89,95.14,Success
Temghar,06/08/2024,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,67.08,Success
Gunjawani,05/08/2024,07:26 am,0.21,104.48,104.69,93.53,93.74,89.52,74.58,Success
Khadakwasla,05/08/2024,07:00 am,30.0,55.91,85.91,38.33,68.33,68.56,92.34,Success
Mulshi,05/08/2024,07:15 am,230.0,522.76,752.76,501.62,731.62,95.96,95.72,Success
Panshet,05/08/2024,07:00 am,9.0,301.61,310.61,277.45,286.45,91.99,95.23,Success
Temghar,05/08/2024,08:30 am,2.95,105.01,107.96,105.01,107.96,100.0,65.6,Success
Gunjawani,04/08/2024,08:01 am,0.21,104.48,104.69,92.84,93.05,88.86,71.38,Success
Khadakwasla,04/08/2024,07:00 am,30.0,55.91,85.91,42.68,72.68,76.34,92.85,Success
Mulshi,04/08/2024,07:15 am,230.0,522.76,752.76,522.76,752.76,100.0,94.65,Success
Panshet,04/08/2024,05:00 am,9.0,301.61,310.61,282.19,291.19,93.56,93.56,Success
Temghar,04/08/2024,08:00 स.,2.95,105.01,107.96,104.94,107.89,99.93,64.68,Success
Gunjawani,03/08/2024,08:00 am,0.21,104.48,104.69,91.8,92.01,87.86,71.38,Success
Khadakwasla,03/08/2024,07:00 am,30.0,55.91,85.91,47.52,77.52,84.99,94.56,Success
Mulshi,03/08/2024,07:45 am,230.0,522.76,752.76,522.76,752.76,100.0,92.98,Success
